-1.0         0.4          4.2378275   
-1.0         0.4625       4.2429091   
-1.0         0.525        4.2690534   
-1.0         0.5875       4.1703467   
-1.0         0.65         5.9559899   
-0.5         0.4          4.3269024   
-0.5         0.4625       4.2060865   
-0.5         0.525        4.2360745   
-0.5         0.5875       4.210758    
-0.5         0.65         6.080433    
0.0          0.4          4.2698467   
0.0          0.4625       4.2279518   
0.0          0.525        4.280817    
0.0          0.5875       4.1591825   
0.0          0.65         5.7448329   
0.5          0.4          4.2119205   
0.5          0.4625       4.2985168   
0.5          0.525        4.3473148   
0.5          0.5875       4.1514888   
0.5          0.65         5.649945    
1.0          0.4          4.2378275   
1.0          0.4625       4.2429091   
1.0          0.525        4.2690534   
1.0          0.5875       4.1703467   
1.0          0.65         5.9559899   
