0.0          0.001        587.336353408
0.0          0.0015       200.7626613756
0.0          0.002        39.6576413946
0.0          0.0025       3.9088057903
0.0          0.003        37.9680969369
0.0          0.0035       105.2284281759
0.0          0.004        181.4261606559
0.0          0.0045       252.4231352479
0.0          0.005        312.6527506047
0.0          0.0055       362.970258629
0.0          0.006        407.4335821198
0.05         0.001        643.7380875389
0.05         0.0015       243.0207011197
0.05         0.002        63.0296648874
0.05         0.0025       5.545682319 
0.05         0.003        15.6246783023
0.05         0.0035       59.6223189782
0.05         0.004        115.7166439622
0.05         0.0045       170.9624303664
0.05         0.005        220.2527307225
0.05         0.0055       264.1469345832
0.05         0.006        305.6912987096
0.1          0.001        707.0907002213
0.1          0.0015       292.2542275888
0.1          0.002        93.9381255319
0.1          0.0025       15.6642321543
0.1          0.003        5.6459459783
0.1          0.0035       29.3372941658
0.1          0.004        68.185433039
0.1          0.0045       110.234118583
0.1          0.005        150.6881976337
0.1          0.0055       189.7035732787
0.1          0.006        229.2666188358
0.15         0.001        775.7730484976
0.15         0.0015       347.6421612308
0.15         0.002        132.2357516098
0.15         0.0025       34.7626964524
0.15         0.003        5.6017752655
0.15         0.0035       13.0892756945
0.15         0.004        36.8775966008
0.15         0.0045       67.7145148178
0.15         0.005        100.9894974421
0.15         0.0055       136.380601455
0.15         0.006        174.7250095815
0.2          0.001        850.1314205248
0.2          0.0015       409.5656481029
0.2          0.002        178.3305067155
0.2          0.0025       63.2270462992
0.2          0.003        16.4034299984
0.2          0.0035       8.5059988988
0.2          0.004        21.0856513927
0.2          0.0045       42.8251131605
0.2          0.005        70.3507653963
0.2          0.0055       103.1613940321
0.2          0.006        140.8655363406
0.25         0.001        930.7208758257
0.25         0.0015       478.5609327785
0.25         0.002        232.7365368008
0.25         0.0025       101.5260407137
0.25         0.003        38.7202594483
0.25         0.0035       16.4854364772
0.25         0.004        17.5133428502
0.25         0.0045       31.9316792499
0.25         0.005        55.2968715845
0.25         0.0055       86.3293985004
0.25         0.006        123.7707697273
0.3          0.001        1018.2402372993
0.3          0.0015       555.3094119062
0.3          0.002        296.0964870492
0.3          0.0025       150.2332706119
0.3          0.003        73.0421638609
0.3          0.0035       38.0712894588
0.3          0.004        29.0411784664
0.3          0.0045       36.62008997 
0.3          0.005        56.3273046786
0.3          0.0055       86.2550497255
0.3          0.006        123.856360355
0.35         0.001        1113.560185986
0.35         0.0015       640.6655357229
0.35         0.002        369.2131651999
0.35         0.0025       210.0871279013
0.35         0.003        120.0070455915
0.35         0.0035       73.7820735174
0.35         0.004        56.0522135059
0.35         0.0045       57.9291365093
0.35         0.005        74.8482289616
0.35         0.0055       104.2147893414
0.35         0.006        142.1486532961
0.4          0.001        1217.7450796824
0.4          0.0015       735.7038352386
0.4          0.002        453.1141465835
0.4          0.0025       282.0397962619
0.4          0.003        180.469939747
0.4          0.0035       124.3566488145
0.4          0.004        99.1458014406
0.4          0.0045       96.3242494439
0.4          0.005        111.180519547
0.4          0.0055       140.3984353472
0.4          0.006        178.7159276906
0.45         0.001        1332.232761522
0.45         0.0015       841.7705229186
0.45         0.002        549.0972610984
0.45         0.0025       367.3155959183
0.45         0.003        255.5657545186
0.45         0.0035       190.8144165003
0.45         0.004        159.2259231629
0.45         0.0045       152.5720923811
0.45         0.005        165.9675996782
0.45         0.0055       195.3331137429
0.45         0.006        233.9820949033
0.5          0.001        1458.8061040977
0.5          0.0015       960.6393732952
0.5          0.002        658.8538694123
0.5          0.0025       467.5277983577
0.5          0.003        346.8179961718
0.5          0.0035       274.5718680462
0.5          0.004        237.5808788668
0.5          0.0045       227.853158162
0.5          0.005        240.266231471
0.5          0.0055       269.9693743006
0.5          0.006        308.8163178317
