-0.03	200.52895
-0.028	188.93293
-0.026	178.72446
-0.024	169.92283
-0.022	162.50139
-0.02	156.39267
-0.018	151.49662
-0.016	147.68776
-0.014	144.85475
-0.012	142.87403
-0.01	141.6387
-0.008	141.03701
-0.006	140.95948
-0.004	141.05362
-0.002	140.79924
0.	140.81199
0.002	141.02716
0.004	141.39013
0.006	141.85279
0.008	142.37311
0.01	142.91791
0.012	143.46169
0.014	143.98184
0.016	144.46315
0.018	144.90089
0.02	145.29169
0.022	145.63163
0.024	145.91888
0.026	146.15354
0.028	146.33716
0.03	146.47228
0.032	146.56234
0.034	146.61146
0.036	146.62
0.038	146.59132
0.04	146.53377
0.042	146.44618
0.044	146.33048
0.046	146.20011
0.048	146.0382
0.05	145.87071
0.052	145.67865
0.054	145.48649
0.056	145.27225
0.058	145.06645
0.06	144.8387
0.062	144.69092
0.064	144.39768
0.066	144.17339
0.068	143.96698
0.07	143.74292
0.072	143.53724
0.074	143.34907
0.076	143.14847
0.078	142.97278
0.08	142.82028
0.082	142.65533
0.084	142.51897
0.086	142.41272
0.088	142.30078
0.09	142.21187
0.092	142.15605
0.094	142.11891
0.096	142.08448
0.098	142.08546
0.1	142.1231
0.102	142.16592
0.104	142.229
0.106	142.33059
0.108	142.47124
0.11	142.61147
0.112	142.78023
0.114	143.05662
0.116	143.06257
0.118	143.06987
0.12	143.11182
0.122	143.15261
0.124	143.23932
0.126	143.37409
0.128	143.53229
0.13	143.70531
0.132	143.92973
0.134	144.20702
0.136	144.48424
0.138	144.80166
0.14	145.1743
0.142	145.5872
0.144	145.99941
0.146	146.46876
0.148	146.99621
0.15	147.52915
0.152	148.09553
0.154	148.72148
0.156	149.39457
0.158	150.0575
0.16	150.78125
0.162	151.56651
0.164	152.3559
0.166	153.1762
0.168	154.05901
0.17	154.9907
0.172	155.90592
0.174	156.88448
0.176	157.92691
0.178	158.96943
0.18	160.04151
0.182	161.17838
0.184	162.36431
0.186	163.5282
0.188	164.75727
0.19	166.05188
0.192	167.34235
0.194	168.66132
0.196	170.04637
0.198	171.48152
0.2	172.88815
