-1.0       0.05       165.5313024207
-1.0       0.35       3.2306750545
-1.0       0.65       3.2306750545
-1.0       0.95       165.5313024207
-0.3333    0.05       165.5313024207
-0.3333    0.35       3.2306750545
-0.3333    0.65       3.2306750545
-0.3333    0.95       165.5313024207
0.3333     0.05       165.5313024207
0.3333     0.35       3.2306750545
0.3333     0.65       3.2306750545
0.3333     0.95       165.5313024207
1.0        0.05       165.5313024207
1.0        0.35       3.2306750545
1.0        0.65       3.2306750545
1.0        0.95       165.5313024207
