-1.0       0.0        0.05       0.001      848.384821018613
-1.0       0.0        0.05       0.0015     575.192059553681
-1.0       0.0        0.05       0.002      407.666806148629
-1.0       0.0        0.05       0.0025     300.242257421454
-1.0       0.0        0.05       0.003      231.801431611414
-1.0       0.0        0.05       0.0035     190.654621673058
-1.0       0.0        0.05       0.004      169.953146950378
-1.0       0.0        0.05       0.0045     165.875469193628
-1.0       0.0        0.05       0.005      176.516998913741
-1.0       0.0        0.05       0.0055     200.7884991368
-1.0       0.0        0.05       0.006      236.851828273675
-1.0       0.0        0.14       0.001      528.545637990578
-1.0       0.0        0.14       0.0015     281.281627447838
-1.0       0.0        0.14       0.002      145.488092146827
-1.0       0.0        0.14       0.0025     71.380448674311
-1.0       0.0        0.14       0.003      33.728255427893
-1.0       0.0        0.14       0.0035     17.444884380375
-1.0       0.0        0.14       0.004      13.53368190237
-1.0       0.0        0.14       0.0045     17.523694523258
-1.0       0.0        0.14       0.005      28.361321160729
-1.0       0.0        0.14       0.0055     47.045811399325
-1.0       0.0        0.14       0.006      74.566554242273
-1.0       0.0        0.23       0.001      403.669219525292
-1.0       0.0        0.23       0.0015     176.599263117373
-1.0       0.0        0.23       0.002      65.475665772483
-1.0       0.0        0.23       0.0025     17.274984982546
-1.0       0.0        0.23       0.003      3.567829958938
-1.0       0.0        0.23       0.0035     6.626582743577
-1.0       0.0        0.23       0.004      15.774845670162
-1.0       0.0        0.23       0.0045     26.038968462277
-1.0       0.0        0.23       0.005      37.030814117875
-1.0       0.0        0.23       0.0055     51.365574003002
-1.0       0.0        0.23       0.006      72.242939125863
-1.0       0.0        0.32       0.001      340.069362500588
-1.0       0.0        0.32       0.0015     127.404978945094
-1.0       0.0        0.32       0.002      33.906315712487
-1.0       0.0        0.32       0.0025     4.213887479781
-1.0       0.0        0.32       0.003      7.611133092863
-1.0       0.0        0.32       0.0035     24.483940496325
-1.0       0.0        0.32       0.004      42.960262293521
-1.0       0.0        0.32       0.0045     57.70643272036
-1.0       0.0        0.32       0.005      68.806425205912
-1.0       0.0        0.32       0.0055     80.036336964985
-1.0       0.0        0.32       0.006      96.16906291019
-1.0       0.0        0.41       0.001      308.40058370906
-1.0       0.0        0.41       0.0015     104.391315954358
-1.0       0.0        0.41       0.002      21.463659674779
-1.0       0.0        0.41       0.0025     2.875956197572
-1.0       0.0        0.41       0.003      16.53637166478
-1.0       0.0        0.41       0.0035     41.696872928328
-1.0       0.0        0.41       0.004      65.769254785992
-1.0       0.0        0.41       0.0045     83.203629938735
-1.0       0.0        0.41       0.005      94.37051992726
