0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.43711400e-02 1.48718380e-01 1.25211180e-01 1.07888140e-01 9.46437800e-02 8.42156800e-02 7.58068900e-02 6.88916100e-02 6.31099500e-02 5.82078600e-02 5.40011800e-02 5.03533700e-02 4.71611100e-02 4.43448800e-02 4.18425100e-02 3.96047400e-02 3.75920200e-02 3.57722700e-02 3.41192000e-02 3.26110400e-02 3.12296600e-02 2.99598100e-02 2.87885600e-02 2.77049300e-02 2.66994900e-02 2.57640900e-02 2.48917100e-02 2.40762100e-02 2.33122100e-02 2.25950100e-02 2.19204600e-02 2.12848600e-02 2.06849500e-02 2.01178200e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.02288330e-01 2.72106730e-01 2.19908570e-01 1.82403670e-01 1.54578660e-01 1.33343630e-01 1.16737540e-01 1.03475510e-01 9.26900500e-02 8.37793300e-02 7.63154800e-02 6.99875400e-02 6.45650500e-02 5.98741500e-02 5.57816200e-02 5.21838800e-02 4.89993500e-02 4.61630200e-02 4.36225200e-02 4.13352300e-02 3.92661900e-02 3.73864300e-02 3.56718200e-02 3.41020600e-02 3.26599800e-02 3.13310000e-02 3.01026000e-02 2.89640400e-02 2.79060200e-02 2.69204600e-02 2.60003100e-02 2.51393900e-02 2.43322800e-02 2.35741600e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.39625080e-01 3.80833050e-01 3.13321940e-01 2.60753930e-01 2.20031220e-01 1.88241360e-01 1.63116810e-01 1.42986650e-01 1.26637510e-01 1.13187040e-01 1.01988240e-01 9.25613200e-02 8.45460100e-02 7.76683900e-02 7.17176400e-02 6.65295800e-02 6.19749400e-02 5.79508900e-02 5.43748100e-02 5.11797200e-02 4.83108700e-02 4.57231500e-02 4.33791000e-02 4.12474100e-02 3.93017500e-02 3.75198200e-02 3.58826400e-02 3.43739800e-02 3.29798500e-02 3.16882000e-02 3.04885300e-02 2.93717200e-02 2.83297600e-02 2.73556200e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.38318910e-01 4.07902020e-01 3.62189590e-01 3.15183360e-01 2.72948380e-01 2.36921030e-01 2.06803190e-01 1.81771900e-01 1.60943980e-01 1.43533170e-01 1.28886880e-01 1.16479460e-01 1.05892790e-01 9.67953700e-02 8.89240600e-02 8.20691400e-02 7.60625800e-02 7.07689200e-02 6.60782500e-02 6.19007900e-02 5.81627300e-02 5.48030200e-02 5.17708100e-02 4.90235600e-02 4.65254000e-02 4.42460000e-02 4.21595200e-02 4.02438700e-02 3.84800600e-02 3.68517200e-02 3.53446300e-02 3.39464400e-02 3.26463500e-02 3.14348900e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.95025800e-02 3.34871590e-01 3.39900600e-01 3.22215900e-01 2.95112650e-01 2.65863290e-01 2.37899440e-01 2.12585030e-01 1.90269430e-01 1.70844680e-01 1.54023110e-01 1.39469010e-01 1.26857190e-01 1.15895950e-01 1.06333300e-01 9.79558100e-02 9.05844800e-02 8.40699000e-02 7.82874600e-02 7.31331700e-02 6.85200700e-02 6.43751700e-02 6.06370600e-02 5.72538200e-02 5.41814200e-02 5.13823200e-02 4.88244600e-02 4.64802800e-02 4.43260300e-02 4.23411600e-02 4.05078400e-02 3.88105000e-02 3.72355600e-02 3.57710900e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.20279600e-02 2.11266260e-01 2.59260340e-01 2.78750210e-01 2.78176900e-01 2.66034480e-01 2.48334930e-01 2.28733310e-01 2.09244290e-01 1.90874720e-01 1.74053840e-01 1.58896860e-01 1.45358080e-01 1.33316810e-01 1.22624000e-01 1.13126700e-01 1.04680010e-01 9.71523400e-02 9.04269900e-02 8.44018600e-02 7.89884000e-02 7.41101200e-02 6.97010900e-02 6.57045400e-02 6.20714900e-02 5.87597000e-02 5.57326300e-02 5.29586000e-02 5.04101000e-02 4.80631700e-02 4.58968800e-02 4.38929100e-02 4.20351600e-02 4.03094600e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.98005400e-02 1.02792370e-01 1.60990690e-01 2.04228340e-01 2.28696480e-01 2.37431690e-01 2.35257860e-01 2.26437160e-01 2.14065400e-01 2.00172220e-01 1.85997980e-01 1.72252640e-01 1.59309210e-01 1.47334970e-01 1.36376180e-01 1.26411020e-01 1.17381860e-01 1.09214630e-01 1.01830070e-01 9.51500000e-02 8.91007200e-02 8.36145000e-02 7.86301600e-02 7.40930200e-02 6.99544700e-02 6.61715700e-02 6.27063800e-02 5.95254800e-02 5.65994200e-02 5.39022200e-02 5.14109700e-02 4.91054200e-02 4.69676500e-02 4.49817700e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.49451000e-03 3.87428500e-02 8.15568100e-02 1.26855230e-01 1.64076120e-01 1.89057700e-01 2.02296820e-01 2.06268490e-01 2.03739470e-01 1.97053770e-01 1.87962210e-01 1.77679120e-01 1.67003150e-01 1.56435000e-01 1.46271710e-01 1.36675570e-01 1.27722170e-01 1.19432820e-01 1.11796040e-01 1.04781590e-01 9.83493600e-02 9.24550500e-02 8.70536200e-02 8.21013200e-02 7.75568500e-02 7.33819300e-02 6.95414900e-02 6.60036500e-02 6.27396300e-02 5.97235200e-02 5.69320400e-02 5.43443400e-02 5.19417000e-02 4.97073600e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.11419000e-03 1.13695600e-02 3.37918200e-02 6.68892700e-02 1.02797450e-01 1.34361680e-01 1.57932640e-01 1.72919830e-01 1.80416720e-01 1.82102030e-01 1.79632860e-01 1.74396140e-01 1.67454660e-01 1.59578250e-01 1.51301750e-01 1.42983240e-01 1.34853160e-01 1.27052380e-01 1.19660260e-01 1.12714820e-01 1.06226930e-01 1.00190120e-01 9.45872700e-02 8.93951600e-02 8.45875200e-02 8.01369400e-02 7.60162100e-02 7.21990500e-02 6.86605700e-02 6.53775300e-02 6.23284100e-02 5.94934300e-02 5.68544900e-02 5.43950500e-02
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.65550000e-04 2.61244000e-03 1.14844000e-02 2.99862100e-02 5.62901600e-02 8.52683600e-02 1.11973250e-01 1.33431250e-01 1.48661250e-01 1.57987870e-01 1.62357970e-01 1.62884770e-01 1.60608140e-01 1.56398070e-01 1.50936320e-01 1.44734040e-01 1.38161710e-01 1.31480030e-01 1.24866990e-01 1.18439810e-01 1.12271900e-01 1.06405670e-01 1.00861880e-01 9.56465200e-02 9.07557200e-02 8.61791900e-02 8.19027800e-02 7.79100800e-02 7.41836900e-02 7.07059700e-02 6.74595900e-02 6.44278400e-02 6.15948700e-02 5.89457600e-02
