-1.0       0.0        0.05       0.001      848.3848210186
-1.0       0.0        0.05       0.0027     273.8115304315
-1.0       0.0        0.05       0.0043     165.5313024207
-1.0       0.0        0.05       0.006      236.8518282737
-1.0       0.0        0.35       0.001      326.6629030935
-1.0       0.0        0.35       0.0027     3.2306750545
-1.0       0.0        0.35       0.0043     62.9465168635
-1.0       0.0        0.35       0.006      104.1647510831
-1.0       0.0        0.65       0.001      326.6629030935
-1.0       0.0        0.65       0.0027     3.2306750545
-1.0       0.0        0.65       0.0043     62.9465168635
-1.0       0.0        0.65       0.006      104.1647510831
-1.0       0.0        0.95       0.001      848.3848210186
-1.0       0.0        0.95       0.0027     273.8115304315
-1.0       0.0        0.95       0.0043     165.5313024207
-1.0       0.0        0.95       0.006      236.8518282737
-1.0       0.1667     0.05       0.001      1018.3938648145
-1.0       0.1667     0.05       0.0027     405.9559075619
-1.0       0.1667     0.05       0.0043     285.6156529049
-1.0       0.1667     0.05       0.006      365.4500925831
-1.0       0.1667     0.35       0.001      452.4123957531
-1.0       0.1667     0.35       0.0027     24.951260485
-1.0       0.1667     0.35       0.0043     18.8313397252
-1.0       0.1667     0.35       0.006      82.4814964633
-1.0       0.1667     0.65       0.001      444.7283235335
-1.0       0.1667     0.65       0.0027     24.1929547317
-1.0       0.1667     0.65       0.0043     18.9493018282
-1.0       0.1667     0.65       0.006      82.9883821702
-1.0       0.1667     0.95       0.001      961.7775140623
-1.0       0.1667     0.95       0.0027     391.9961026597
-1.0       0.1667     0.95       0.0043     283.4605118352
-1.0       0.1667     0.95       0.006      369.8706006999
-1.0       0.3333     0.05       0.001      1214.3930842589
-1.0       0.3333     0.05       0.0027     574.3357045817
-1.0       0.3333     0.05       0.0043     447.8969137089
-1.0       0.3333     0.05       0.006      534.1896177097
-1.0       0.3333     0.35       0.001      613.7348611109
-1.0       0.3333     0.35       0.0027     107.0893358297
-1.0       0.3333     0.35       0.0043     57.7027684174
-1.0       0.3333     0.35       0.006      140.8816877905
-1.0       0.3333     0.65       0.001      599.2290950643
-1.0       0.3333     0.65       0.0027     104.5367275654
-1.0       0.3333     0.65       0.0043     57.4784018605
-1.0       0.3333     0.65       0.006      141.664624176
-1.0       0.3333     0.95       0.001      1111.3283133094
-1.0       0.3333     0.95       0.0027     547.1624633709
-1.0       0.3333     0.95       0.0043     443.1666396771
-1.0       0.3333     0.95       0.006      540.3572792556
-1.0       0.5        0.05       0.001      1474.5502826293
-1.0       0.5        0.05       0.0027     804.6036472871
-1.0       0.5        0.05       0.0043     672.7249794673
-1.0       0.5        0.05       0.006      758.875316808
-1.0       0.5        0.35       0.001      833.3770630878
-1.0       0.5        0.35       0.0027     265.4039837329
-1.0       0.5        0.35       0.0043     187.3449064125
-1.0       0.5        0.35       0.006      281.6499649508
-1.0       0.5        0.65       0.001      808.1871214745
-1.0       0.5        0.65       0.0027     259.6990485567
-1.0       0.5        0.65       0.0043     186.4720688765
-1.0       0.5        0.65       0.006      282.3596946501
-1.0       0.5        0.95       0.001      1301.2882012542
-1.0       0.5        0.95       0.0027     756.1024826599
-1.0       0.5        0.95       0.0043     663.7088366805
-1.0       0.5        0.95       0.006      764.03892746
-0.3333    0.0        0.05       0.001      848.3848210186
-0.3333    0.0        0.05       0.0027     273.8115304315
-0.3333    0.0        0.05       0.0043     165.5313024207
-0.3333    0.0        0.05       0.006      236.8518282737
-0.3333    0.0        0.35       0.001      326.6629030935
-0.3333    0.0        0.35       0.0027     3.2306750545
-0.3333    0.0        0.35       0.0043     62.9465168635
-0.3333    0.0        0.35       0.006      104.1647510831
-0.3333    0.0        0.65       0.001      326.6629030935
-0.3333    0.0        0.65       0.0027     3.2306750545
-0.3333    0.0        0.65       0.0043     62.9465168635
-0.3333    0.0        0.65       0.006      104.1647510831
-0.3333    0.0        0.95       0.001      848.3848210186
-0.3333    0.0        0.95       0.0027     273.8115304315
-0.3333    0.0        0.95       0.0043     165.5313024207
-0.3333    0.0        0.95       0.006      236.8518282737
-0.3333    0.1667     0.05       0.001      1037.8310719718
-0.3333    0.1667     0.05       0.0027     406.9532059437
-0.3333    0.1667     0.05       0.0043     281.590161574
