-0.01	141.63802
-0.0098449612	141.5707
-0.0096899225	141.5084
-0.0095348837	141.4459
-0.009379845	141.38877
-0.0092248062	141.33694
-0.0090697674	141.28712
-0.0089147287	141.23977
-0.0087596899	141.19753
-0.0086046512	141.1603
-0.0084496124	141.12232
-0.0082945736	141.08925
-0.0081395349	141.06104
-0.0079844961	141.03499
-0.0078294574	141.0107
-0.0076744186	140.99107
-0.0075193798	140.97602
-0.0073643411	140.96046
-0.0072093023	140.94901
-0.0070542636	140.94196
-0.0068992248	140.93711
-0.006744186	140.93347
-0.0065891473	140.93402
-0.0064341085	140.93869
-0.0062790698	140.943
-0.006124031	140.95079
-0.0059689922	140.9625
-0.0058139535	140.97619
-0.0056589147	140.99084
-0.005503876	141.00921
-0.0053488372	141.03124
-0.0051937984	141.05274
-0.0050387597	141.07742
-0.0048837209	141.10556
-0.0047286822	141.1468
-0.0045736434	141.18682
-0.0044186047	141.14721
-0.0042635659	141.11054
-0.0041085271	141.0768
-0.0039534884	141.04597
-0.0037984496	141.01468
-0.0036434109	140.98561
-0.0034883721	140.95931
-0.0033333333	140.93574
-0.0031782946	140.91405
-0.0030232558	140.89206
-0.0028682171	140.87267
-0.0027131783	140.85584
-0.0025581395	140.84154
-0.0024031008	140.82784
-0.002248062	140.81486
-0.0020930233	140.80427
-0.0019379845	140.79604
-0.0017829457	140.79013
-0.001627907	140.78381
-0.0014728682	140.77896
-0.0013178295	140.77631
-0.0011627907	140.7758
-0.0010077519	140.77741
-0.00085271318	140.77817
-0.00069767442	140.78063
-0.00054263566	140.78509
-0.0003875969	140.79151
-0.00023255814	140.79983
-0.00007751938	140.80708
0.00007751938	140.81606
0.00023255814	140.82685
0.0003875969	140.8394
0.00054263566	140.85367
0.00069767442	140.86693
0.00085271318	140.88169
0.0010077519	140.89806
0.0011627907	140.91601
0.0013178295	140.9355
0.0014728682	140.95429
0.001627907	140.97411
0.0017829457	140.99536
0.0019379845	141.01802
0.0020930233	141.04206
0.002248062	141.0659
0.0024031008	141.09011
0.0025581395	141.1156
0.0027131783	141.14233
0.0028682171	141.17027
0.0030232558	141.19868
0.0031782946	141.22667
0.0033333333	141.25579
0.0034883721	141.28599
0.0036434109	141.31725
0.0037984496	141.34954
0.0039534884	141.38093
0.0041085271	141.41311
0.0042635659	141.44624
0.0044186047	141.48028
0.0045736434	141.5152
0.0047286822	141.55019
0.0048837209	141.58493
0.0050387597	141.62047
0.0051937984	141.6568
0.0053488372	141.69388
0.005503876	141.73169
0.0056589147	141.76875
0.0058139535	141.80626
0.0059689922	141.84443
0.006124031	141.88322
0.0062790698	141.92263
0.0064341085	141.96228
0.0065891473	142.00133
0.006744186	142.04092
0.0068992248	142.08104
0.0070542636	142.12165
0.0072093023	142.16275
0.0073643411	142.20355
0.0075193798	142.2442
0.0076744186	142.28527
0.0078294574	142.32674
0.0079844961	142.3686
0.0081395349	142.41082
0.0082945736	142.45232
0.0084496124	142.49402
0.0086046512	142.53604
0.0087596899	142.57835
0.0089147287	142.62093
0.0090697674	142.66349
0.0092248062	142.70552
0.009379845	142.7478
0.0095348837	142.79028
0.0096899225	142.83297
0.0098449612	142.87584
0.01	142.91814
