x_bin,y_bin
-0.0008834333333333334,5.880265359999999
-0.0008663708941264497,5.647645359999999
-0.000849308454919566,5.242525359999999
-0.0008322460157126824,5.15103536
-0.0008151835765057988,4.85096536
-0.0007981211372989151,4.659545359999999
-0.0007810586980920315,4.4911353599999995
-0.0007639962588851478,4.35873536
-0.0007469338196782641,4.05196536
-0.0007298713804713805,3.88735536
-0.0007128089412644968,3.76251536
-0.0006957465020576132,3.61168536
-0.0006786840628507295,3.4120753600000002
-0.0006616216236438459,3.22463536
-0.0006445591844369623,3.08317536
-0.0006274967452300786,2.91588536
-0.0006104343060231949,2.74194536
-0.0005933718668163113,2.58193536
-0.0005763094276094276,2.47580536
-0.000559246988402544,2.29024536
-0.0005421845491956603,2.15590536
-0.0005251221099887767,2.03300536
-0.0005080596707818931,1.91111536
-0.0004909972315750093,1.78148536
-0.0004739347923681257,1.64956536
-0.0004568723531612421,1.52623536
-0.0004398099139543584,1.42007536
-0.00042274747474747474,1.31194536
-0.0004056850355405911,1.20407536
-0.0003886225963337075,1.10337536
-0.00037156015712682376,1.00728536
-0.00035449771791994013,0.9337833600000001
-0.0003374352787130565,0.82853436
-0.0003203728395061729,0.74569036
-0.00030331040029928926,0.67916036
-0.00028624796109240553,0.6042723600000001
-0.0002691855218855219,0.51663536
-0.0002521230826786383,0.45882336
-0.00023506064347175455,0.38918036
-0.00021799820426487092,0.33420036000000003
-0.0002009357650579873,0.28484136000000004
-0.00018387332585110367,0.24038736
-0.00016681088664422005,0.19600035999999998
-0.00014974844743733632,0.14888436
-0.0001326860082304527,0.11459936000000001
-0.00011562356902356907,0.08128146
-9.856112981668534e-05,0.05744556
-8.149869060980171e-05,0.03898546
-6.443625140291809e-05,0.02235366
-4.737381219603446e-05,0.00949733
-3.0311372989150838e-05,0.00260896
-1.3248933782267105e-05,0.00015563700000000003
3.813505424616519e-06,0.0
2.0875944631500143e-05,0.00420876
3.7938383838383876e-05,0.018559560000000003
5.50008230452675e-05,0.02639246
7.206326225215112e-05,0.04591526
8.912570145903475e-05,0.07388896
0.00010618814066591837,0.09771806000000001
0.0001232505798728021,0.12868636
0.00014031301907968584,0.17129435999999998
0.00015737545828656936,0.22025735999999999
0.0001744378974934531,0.26316036000000004
0.0001915003367003366,0.31511736
0.00020856277590722034,0.37821536
0.00022562521511410407,0.43548536000000004
0.00024268765432098759,0.52370236
0.0002597500935278713,0.59420936
0.00027681253273475483,0.68203736
0.00029387497194163857,0.7529783600000001
0.0003109374111485223,0.85456736
0.0003279998503554058,0.93782836
0.00034506228956228955,1.05171536
0.0003621247287691733,1.15243536
0.0003791871679760568,1.25637536
0.00039624960718294053,1.3714553600000001
0.00041331204638982426,1.50723536
0.0004303744855967078,1.64672536
0.0004474369248035915,1.79232536
0.00046449936401047503,1.9402253600000001
0.00048156180321735876,2.07905536
0.0004986242424242425,2.20242536
0.000515686681631126,2.37425536
0.0005327491208380097,2.54654536
0.0005498115600448933,2.72238536
0.000566873999251777,2.89133536
0.0005839364384586607,3.07642536
0.0006009988776655442,3.23534536
0.000618061316872428,3.4292253600000002
0.0006351237560793117,3.66755536
0.0006521861952861952,3.87793536
0.000669248634493079,4.03216536
0.0006863110736999627,4.284405359999999
0.0007033735129068462,4.52108536
0.0007204359521137299,4.79257536
0.0007374983913206135,4.97956536
0.0007545608305274972,5.21175536
0.0007716232697343809,5.62860536
