x_bin,y_bin
-0.0033119518518518517,5.7896224
-0.0032437721286943506,5.4174624
-0.00317559240553685,5.5591224
-0.0031074126823793487,5.4328424
-0.003039232959221848,4.6899424000000005
-0.002971053236064347,4.7797724
-0.002902873512906846,4.4596324
-0.002834693789749345,4.1902224
-0.0027665140665918443,4.3183224000000004
-0.002698334343434343,4.1470724
-0.0026301546202768425,3.4755424
-0.0025619748971193413,3.4527624
-0.0024937951739618406,3.2370424
-0.0024256154508043395,3.3555224
-0.0023574357276468384,2.9023224
-0.0022892560044893377,3.0291024
-0.002221076281331837,2.6152324
-0.002152896558174336,2.4194124
-0.0020847168350168347,2.1475124
-0.002016537111859334,2.0253824000000002
-0.001948357388701833,2.1171324
-0.0018801776655443321,1.8698424
-0.0018119979423868312,1.6778724
-0.0017438182192293303,1.5652224000000001
-0.0016756384960718291,1.6252524000000002
-0.0016074587729143282,1.4588824
-0.0015392790497568273,1.2181724
-0.0014710993265993264,1.1514724
-0.0014029196034418255,1.0718624
-0.0013347398802843248,1.0769024
-0.0012665601571268236,0.8370453999999999
-0.001198380433969323,0.8233414
-0.0011302007108118218,0.6813874
-0.0010620209876543206,0.5761724
-0.00099384126449682,0.5358554
-0.0009256615413393188,0.48438939999999997
-0.0008574818181818181,0.4518244
-0.000789302095024317,0.28936039999999996
-0.0007211223718668162,0.31319640000000004
-0.0006529426487093151,0.26589640000000003
-0.0005847629255518144,0.17041240000000002
-0.0005165832023943133,0.22282539999999998
-0.00044840347923681256,0.0315024
-0.0003802237560793114,0.07448940000000001
-0.0003120440329218107,0.1445004
-0.00024386430976430958,0.1399194
-0.00017568458660680887,0.1319854
-0.00010750486344930773,0.1612384
-3.9325140291806594e-05,0.17040840000000002
2.885458286569411e-05,0.12442639999999999
9.703430602319525e-05,0.0009882000000000085
0.00016521402918069595,0.0
0.0002333937523381971,0.1123944
0.0003015734754956978,0.1428934
0.00036975319865319893,0.27508540000000004
0.00043793292181069964,0.1445074
0.0005061126449682008,0.2519194
0.0005742923681257015,0.3751194
0.0006424720912832022,0.4326614
0.0007106518144407038,0.3330704
0.0007788315375982045,0.5055033999999999
0.0008470112607557052,0.37257039999999997
0.0009151909839132059,0.5821864
0.0009833707070707074,0.5352163999999999
0.0010515504302282081,0.6551203999999999
0.0011197301533857089,0.9394424
0.0011879098765432104,0.9516124
0.0012560895997007111,0.8787003999999999
0.0013242693228582118,1.1353724
0.0013924490460157125,1.1871024000000001
0.0014606287691732141,1.3334824
0.0015288084923307148,1.3041924
0.0015969882154882155,1.4819024
0.0016651679386457162,1.5201624
0.0017333476618032178,1.6667124
0.0018015273849607185,1.9638724
0.0018697071081182192,1.8946224
0.00193788683127572,1.9621724
0.0020060665544332215,1.9379024
0.002074246277590722,2.2440224
0.002142426000748223,2.4536324
0.0022106057239057245,2.3821924
0.002278785447063225,2.5152724
0.002346965170220726,3.0926524
0.0024151448933782266,3.0513224
0.002483324616535728,3.4824224
0.002551504339693229,3.7699924
0.0026196840628507296,3.5453824000000003
0.0026878637860082303,3.7420024
0.002756043509165732,4.0551224
0.0028242232323232325,3.9068024
0.0028924029554807332,4.3910424
0.002960582678638234,4.8865324
0.0030287624017957355,4.8640724
0.0030969421249532362,4.7981624
0.003165121848110737,5.3185224
0.0032333015712682385,5.5112224
0.003301481294425739,5.9530924
