x_bin,y_bin
-0.005564555555555555,5.782678
-0.005448995136550692,5.516818
-0.005333434717545828,5.389498
-0.005217874298540965,4.990518
-0.005102313879536102,4.620678
-0.004986753460531238,4.539638
-0.004871193041526375,4.306938
-0.004755632622521511,3.868858
-0.004640072203516647,3.7509379999999997
-0.004524511784511784,3.6388779999999996
-0.004408951365506921,3.363768
-0.0042933909465020575,3.161028
-0.004177830527497194,2.953588
-0.00406227010849233,2.8748679999999998
-0.003946709689487467,2.717478
-0.003831149270482603,2.554108
-0.00371558885147774,2.2722179999999996
-0.0036000284324728764,2.330948
-0.0034844680134680133,2.254158
-0.0033689075944631497,1.892248
-0.003253347175458286,1.869598
-0.003137786756453423,1.848298
-0.0030222263374485594,1.561378
-0.0029066659184436958,1.516888
-0.0027911054994388326,1.251948
-0.002675545080433969,1.157128
-0.0025599846614291055,1.120168
-0.002444424242424242,0.951208
-0.0023288638234193787,0.923107
-0.002213303404414515,0.730364
-0.0020977429854096515,0.702361
-0.0019821825664047884,0.671072
-0.0018666221473999248,0.635552
-0.0017510617283950612,0.48791400000000007
-0.0016355013093901976,0.476642
-0.001519940890385334,0.311124
-0.0014043804713804713,0.36121000000000003
-0.0012888200523756077,0.33786
-0.0011732596333707442,0.272164
-0.0010576992143658806,0.294209
-0.000942138795361017,0.17418
-0.0008265783763561534,0.156729
-0.0007110179573512907,0.13658700000000001
-0.0005954575383464271,0.10235799999999999
-0.0004798971193415635,0.038798
-0.0003643367003366999,0.0
-0.00024877628133183633,0.112223
-0.00013321586232697274,0.07964500000000001
-1.7655443322110026e-05,0.069168
9.790497568275356e-05,0.007480399999999998
0.00021346539468761715,0.067516
0.00032902581369248073,0.020884700000000006
0.0004445862326973443,0.074472
0.0005601466517022079,0.010667499999999996
0.0006757070707070715,0.178327
0.0007912674897119342,0.141737
0.0009068279087167978,0.19487700000000002
0.0010223883277216614,0.20280800000000004
0.001137948746726525,0.31809000000000004
0.0012535091657313886,0.24901500000000004
0.0013690695847362521,0.375634
0.0014846300037411149,0.418291
0.0016001904227459784,0.469665
0.001715750841750842,0.541649
0.0018313112607557056,0.637277
0.0019468716797605692,0.7092080000000001
0.002062432098765433,0.800557
0.0021779925177702964,0.807578
0.00229355293677516,0.8823110000000001
0.0024091133557800227,0.9965680000000001
0.002524673774784887,1.2953080000000001
0.00264023419378975,1.189928
0.0027557946127946126,1.234538
0.002871355031799477,1.467558
0.0029869154508043397,1.521778
0.003102475869809204,1.616538
0.003218036288814067,1.811618
0.0033335967078189296,1.886558
0.003449157126823794,2.0867679999999997
0.003564717545828657,2.208078
0.0036802779648335213,2.282638
0.003795838383838384,2.395228
0.0039113988028432484,2.671128
0.004026959221848111,2.701288
0.004142519640852974,2.861798
0.004258080059857838,3.1235679999999997
0.004373640478862701,3.264858
0.0044892008978675655,3.593828
0.004604761316872428,3.5721179999999997
0.004720321735877293,3.7382679999999997
0.004835882154882155,3.989548
0.004951442573887018,4.020358
0.0050670029928918826,4.346798
0.005182563411896745,4.636578
0.00529812383090161,4.854158
0.0054136842499064725,4.9135979999999995
0.005529244668911335,5.2379679999999995
0.0056448050879162,5.2870479999999995
0.005760365506921062,5.786658
