Var	Chi2
-0.002	7.44856172058856
-0.0019995999599959997	7.445285759626479
-0.0019991999199919994	7.44201053644235
-0.001998799879987999	7.438736051024808
-0.0019983998399839983	7.435462303362491
-0.001997999799979998	7.432189293444066
-0.0019975997599759976	7.4289170212580995
-0.0019971997199719972	7.425645486793222
-0.001996799679967997	7.422374690038186
-0.0019963996399639966	7.419104630981697
-0.0019959995999599962	7.415835309612095
-0.0019955995599559954	7.412566725918201
-0.001995199519951995	7.409298879888543
-0.0019947994799479948	7.406031771511863
-0.0019943994399439944	7.4027654007768
-0.001993999399939994	7.399499767671987
-0.0019935993599359937	7.396234872185917
-0.0019931993199319934	7.392970714307553
-0.0019927992799279926	7.389707294025203
-0.0019923992399239923	7.386444611327538
-0.001991999199919992	7.383182666203344
-0.0019915991599159916	7.379921458641182
-0.0019911991199119913	7.37666098862965
-0.001990799079907991	7.373401256157498
-0.0019903990399039906	7.370142261213213
-0.00198999899989999	7.3668840037855805
-0.0019895989598959895	7.3636264838632
-0.001989198919891989	7.360369701434669
-0.001988798879887989	7.357113656488517
-0.0019883988398839885	7.353858349013601
-0.001987998799879988	7.350603778998371
-0.001987598759875988	7.347349946431616
-0.0019871987198719875	7.344096851301821
-0.0019867986798679867	7.34084449359781
-0.0019863986398639863	7.3375928733080364
-0.001985998599859986	7.334341990421393
-0.0019855985598559857	7.331091844926149
-0.0019851985198519853	7.327842436811201
-0.001984798479847985	7.324593766065038
-0.0019843984398439846	7.32134583267641
-0.001983998399839984	7.318098636633987
-0.0019835983598359835	7.314852177926262
-0.001983198319831983	7.3116064565419485
-0.001982798279827983	7.308361472469752
-0.0019823982398239825	7.305117225698314
-0.001981998199819982	7.301873716216052
-0.001981598159815982	7.298630944011787
-0.001981198119811981	7.295388909074192
-0.0019807980798079807	7.29214761139176
-0.0019803980398039804	7.288907050953238
-0.00197999799979998	7.285667227747191
-0.0019795979597959797	7.282428141762332
-0.0019791979197919794	7.2791897929874425
-0.001978797879787979	7.275952181410797
-0.0019783978397839783	7.272715307021216
-0.001977997799779978	7.269479169807375
-0.0019775977597759776	7.266243769757839
-0.0019771977197719772	7.263009106861319
-0.001976797679767977	7.259775181106418
-0.0019763976397639766	7.256541992481774
-0.0019759975997599762	7.253309540976098
-0.0019755975597559755	7.25007782657803
-0.001975197519751975	7.246846849276027
-0.0019747974797479748	7.243616609058835
-0.0019743974397439744	7.240387105915094
-0.001973997399739974	7.237158339833443
-0.0019735973597359738	7.2339303108025215
-0.0019731973197319734	7.2307030188110035
-0.0019727972797279726	7.227476463847421
-0.0019723972397239723	7.224250645900557
-0.001971997199719972	7.221025564959089
-0.0019715971597159716	7.217801221011436
-0.0019711971197119713	7.214577614046384
-0.001970797079707971	7.211354744052499
-0.0019703970397039706	7.2081326110184945
-0.00196999699969997	7.204911214932972
-0.0019695969596959695	7.2016905557845
-0.001969196919691969	7.198470633561899
-0.001968796879687969	7.195251448253664
-0.0019683968396839685	7.1920329998486165
-0.001967996799679968	7.188815288335141
-0.001967596759675968	7.185598313701914
-0.001967196719671967	7.1823820759377215
-0.0019667966796679667	7.179166575031167
-0.0019663966396639664	7.175951810970818
-0.001965996599659966	7.172737783745315
-0.0019655965596559657	7.169524493343405
-0.0019651965196519653	7.166311939753768
-0.001964796479647965	7.163100122964786
-0.0019643964396439642	7.159889042965286
-0.001963996399639964	7.156678699743831
-0.0019635963596359635	7.153469093289174
-0.001963196319631963	7.150260223589882
-0.001962796279627963	7.147052090634522
-0.0019623962396239625	7.14384469441188
-0.001961996199619962	7.140638034910489
-0.0019615961596159614	7.137432112119206
-0.001961196119611961	7.134226926026311
-0.0019607960796079607	7.131022476620697
-0.0019603960396039604	7.127818763890861
-0.00195999599959996	7.1246157878256255
-0.0019595959595959597	7.121413548413414
-0.0019591959195919594	7.118212045643084
-0.001958795879587959	7.115011279503097
-0.0019583958395839583	7.111811249982238
-0.001957995799579958	7.108611957069149
-0.0019575957595759576	7.105413400752255
-0.0019571957195719573	7.102215581020449
-0.001956795679567957	7.099018497862193
-0.0019563956395639566	7.0958221512662005
-0.0019559955995599562	7.092626541221185
-0.0019555955595559555	7.089431667715645
-0.001955195519551955	7.08623753073833
-0.001954795479547955	7.083044130277917
-0.0019543954395439544	7.079851466323013
-0.001953995399539954	7.076659538862113
-0.0019535953595359538	7.073468347884008
-0.0019531953195319534	7.0702778933773365
-0.0019527952795279529	7.06708817533067
-0.0019523952395239525	7.063899193732649
-0.001951995199519952	7.0607109485720265
-0.0019515951595159516	7.057523439837334
-0.0019511951195119513	7.054336667517432
-0.0019507950795079507	7.051150631600638
-0.0019503950395039504	7.047965332075738
-0.00194999499949995	7.044780768931375
-0.0019495949594959497	7.041596942156192
-0.0019491949194919492	7.038413851738833
-0.0019487948794879488	7.0352314976679375
-0.0019483948394839485	7.032049879932186
-0.001947994799479948	7.028868998520185
-0.0019475947594759476	7.025688853420686
-0.0019471947194719473	7.022509444622116
-0.001946794679467947	7.019330772113261
-0.0019463946394639464	7.016152835882694
-0.001945994599459946	7.012975635919128
-0.0019455945594559457	7.009799172211172
-0.0019451945194519451	7.006623444747467
-0.0019447944794479448	7.003448453516658
-0.0019443944394439445	7.000274198507388
-0.0019439943994399441	6.997100679708445
-0.0019435943594359436	6.993927897108219
-0.0019431943194319432	6.9907558506954635
-0.0019427942794279429	6.987584540458749
-0.0019423942394239425	6.984413966386864
-0.001941994199419942	6.981244128468414
-0.0019415941594159416	6.978075026691974
-0.0019411941194119413	6.974906661046258
-0.0019407940794079408	6.971739031519802
-0.0019403940394039404	6.968572138101537
-0.00193999399939994	6.9654059807797495
-0.0019395939593959397	6.962240559543262
-0.0019391939193919392	6.959075874380575
-0.0019387938793879388	6.9559119252805495
-0.0019383938393839385	6.95274871223172
-0.001937993799379938	6.9495862352226965
-0.0019375937593759376	6.946424494242194
-0.0019371937193719373	6.943263489278822
-0.001936793679367937	6.940103220321332
-0.0019363936393639364	6.93694368735819
-0.001935993599359936	6.933784890378112
-0.0019355935593559357	6.930626829369671
-0.0019351935193519351	6.927469504321654
-0.0019347934793479348	6.924312915222601
-0.0019343934393439345	6.921157062061262
-0.0019339933993399341	6.918001944826139
-0.0019335933593359336	6.914847563506164
-0.0019331933193319332	6.9116939180895525
-0.0019327932793279329	6.9085410085652725
-0.0019323932393239323	6.9053888349217525
-0.001931993199319932	6.902237397147854
-0.0019315931593159317	6.899086695232042
-0.0019311931193119313	6.895936729163141
-0.0019307930793079308	6.892787498929584
-0.0019303930393039304	6.889639004520158
-0.00192999299929993	6.88649124592365
-0.0019295929592959295	6.883344223128351
-0.0019291929192919292	6.880197936123155
-0.0019287928792879288	6.877052384896564
-0.0019283928392839285	6.873907569437334
-0.001927992799279928	6.870763489734072
-0.0019275927592759276	6.867620145775497
-0.0019271927192719273	6.864477537550112
-0.0019267926792679267	6.861335665046633
-0.0019263926392639264	6.8581945282539225
-0.001925992599259926	6.855054127160197
-0.0019255925592559257	6.851914461754352
-0.0019251925192519251	6.848775532025
-0.0019247924792479248	6.8456373379607856
-0.0019243924392439245	6.842499879550427
-0.0019239923992399241	6.839363156782463
-0.0019235923592359236	6.836227169645577
-0.0019231923192319232	6.833091918128521
-0.001922792279227923	6.82995740221973
-0.0019223922392239223	6.826823621907955
-0.001921992199219922	6.82369057718188
-0.0019215921592159217	6.820558268030082
-0.0019211921192119213	6.8174266944412745
-0.0019207920792079208	6.814295856404144
-0.0019203920392039204	6.811165753907193
-0.00191999199919992	6.808036386939142
-0.0019195919591959197	6.8049077554887765
-0.0019191919191919192	6.801779859544463
-0.0019187918791879189	6.798652699095025
-0.0019183918391839185	6.795526274129004
-0.001917991799179918	6.792400584635222
-0.0019175917591759176	6.789275630602188
-0.0019171917191719173	6.786151412018583
-0.001916791679167917	6.78302792887309
-0.0019163916391639164	6.779905181154322
-0.001915991599159916	6.776783168851032
-0.0019155915591559157	6.773661891951691
-0.0019151915191519151	6.770541350444982
-0.0019147914791479148	6.767421544319554
-0.0019143914391439145	6.764302473564124
-0.0019139913991399141	6.76118413816734
-0.0019135913591359136	6.758066538117815
-0.0019131913191319132	6.754949673404233
-0.001912791279127913	6.7518335440151
-0.0019123912391239123	6.748718149939382
-0.001911991199119912	6.745603491165411
-0.0019115911591159117	6.742489567681938
-0.0019111911191119113	6.7393763794775445
-0.0019107910791079108	6.736263926541053
-0.0019103910391039104	6.733152208860971
-0.00190999099909991	6.730041226425947
-0.0019095909590959095	6.726930979224737
-0.0019091909190919092	6.7238214672458465
-0.0019087908790879089	6.720712690478207
-0.0019083908390839085	6.7176046489101156
-0.001907990799079908	6.714497342530326
-0.0019075907590759076	6.711390771327592
-0.0019071907190719073	6.708284935290424
-0.0019067906790679067	6.705179834407609
-0.0019063906390639064	6.702075468667657
-0.001905990599059906	6.698971838059358
-0.0019055905590559057	6.695868942571396
-0.0019051905190519052	6.692766782192244
-0.0019047904790479048	6.689665356910552
-0.0019043904390439045	6.6865646667151095
-0.001903990399039904	6.683464711594425
-0.0019035903590359036	6.680365491537324
-0.0019031903190319032	6.677267006532281
-0.001902790279027903	6.674169256568015
-0.0019023902390239023	6.671072241633246
-0.001901990199019902	6.667975961716588
-0.0019015901590159017	6.664880416806658
-0.0019011901190119011	6.661785606891998
-0.0019007900790079008	6.6586915319614
-0.0019003900390039004	6.6555981920034775
-0.0018999899989999	6.652505587006952
-0.0018995899589958995	6.6494137169603675
-0.0018991899189918992	6.646322581852375
-0.0018987898789878989	6.643232181671692
-0.0018983898389838985	6.640142516407112
-0.001897989798979898	6.637053586046969
-0.0018975897589758976	6.633965390580019
-0.0018971897189718973	6.630877929994948
-0.0018967896789678967	6.627791204280439
-0.0018963896389638964	6.6247052134251785
-0.001895989598959896	6.621619957417678
-0.0018955895589558957	6.618535436246659
-0.0018951895189518952	6.61545164990077
-0.0018947894789478948	6.6123685983688025
-0.0018943894389438945	6.6092862816391635
-0.0018939893989398941	6.606204699700608
-0.0018935893589358936	6.603123852541787
-0.0018931893189318932	6.60004374015135
-0.001892789278927893	6.5969643625179515
-0.0018923892389238924	6.593885719630276
-0.001891989198919892	6.590807811476939
-0.0018915891589158917	6.587730638046697
-0.0018911891189118913	6.584654199327991
-0.0018907890789078908	6.5815784953095795
-0.0018903890389038904	6.578503525980147
-0.00188998899889989	6.57542929132831
-0.0018895889588958895	6.5723557913426855
-0.0018891889188918892	6.5692830260119965
-0.0018887888788878889	6.566210995324857
-0.0018883888388838885	6.563139699269955
-0.001887988798879888	6.560069137836012
-0.0018875887588758876	6.556999311011403
-0.0018871887188718873	6.55393021878502
-0.0018867886788678867	6.550861861145447
-0.0018863886388638864	6.547794238081337
-0.001885988598859886	6.544727349581342
-0.0018855885588558857	6.541661195634078
-0.0018851885188518852	6.538595776228303
-0.0018847884788478848	6.5355310913525635
-0.0018843884388438845	6.5324671409957205
-0.001883988398839884	6.529403925146081
-0.0018835883588358836	6.5263414437925045
-0.0018831883188318833	6.523279696923644
-0.001882788278827883	6.520218684528046
-0.0018823882388238824	6.517158406594504
-0.001881988198819882	6.514098863111532
-0.0018815881588158817	6.51104005406792
-0.0018811881188118811	6.507981979452288
-0.0018807880788078808	6.504924639253287
-0.0018803880388038804	6.501868033459502
-0.00187998799879988	6.498812162059551
