0.1875	4.142621
0.4375	85.5332
0.6875	243.8626
0.9375	430.7409
1.188	976.666
1.438	1346.7864
1.688	1201.1987
1.938	880.2903
2.188	596.3082
2.438	444.4194
2.688	414.281
2.938	459.1135
3.188	529.2215
3.438	599.7973
3.688	638.8285
3.938	610.8103
4.188	573.3112
4.438	508.0462
4.688	448.6150999999999
4.938	381.5491
5.188	315.1816
5.438	285.17800000000005
5.688	257.47589999999997
5.938	239.0495
6.188	217.0224
6.438	213.76869999999997
6.688	207.4194
6.938	186.0649
7.188	188.8459
7.438	171.29270000000002
7.688	171.3391
7.938	169.6158
