0.1875	4.183556
0.4375	83.6411
0.6875	250.48160000000001
0.9375	443.91589999999997
1.188	957.5830000000001
1.438	1307.9164
1.688	1221.3687000000002
1.938	992.5032999999999
2.188	785.4722
2.438	682.6533999999999
2.688	673.8989999999999
2.938	712.6825
3.188	762.0134999999999
3.438	799.6062999999999
3.688	801.4485
3.938	731.5103
4.188	662.0812
4.438	568.3262
4.688	488.0451
4.938	406.2891
5.188	329.2416
5.438	291.68800000000005
5.688	259.6159
5.938	237.93949999999998
6.188	213.5624
6.438	209.2287
6.688	201.4494
6.938	180.13490000000002
7.188	181.8659
7.438	164.5327
7.688	164.13910000000004
7.938	162.01379999999997
