0.1875	1.46749
0.4375	28.165
0.6875	74.902
0.9375	156.65
1.188	357.54499999999996
1.438	583.8860000000001
1.688	535.0780000000001
1.938	375.512
2.188	247.14400000000003
2.438	218.196
2.688	205.56400000000002
2.938	221.73099999999997
3.188	255.476
3.438	301.11300000000006
3.688	337.96099999999996
3.938	338.131
4.188	308.99499999999995
4.438	276.0324
4.688	263.408
4.938	237.5283
5.188	207.0196
5.438	209.0004
5.688	191.03830000000002
5.938	171.8933
6.188	159.9057
6.438	160.83599999999998
6.688	151.9962
6.938	137.5196
7.188	136.3868
7.438	118.67649999999999
7.688	119.3948
7.938	120.048
