-1.0         0.05         559.2569678 
-1.0         0.095        267.7858996 
-1.0         0.14         136.901855  
-1.0         0.185        69.7543459  
-1.0         0.23         34.3587842  
-1.0         0.275        16.2487244  
-1.0         0.32         7.7497009   
-1.0         0.365        4.4174202   
-1.0         0.41         3.5731802   
-1.0         0.455        3.6204751   
-1.0         0.5          3.7153036   
-1.0         0.545        3.6062531   
-1.0         0.59         3.5916231   
-1.0         0.635        4.5621021   
-1.0         0.68         8.173997    
-1.0         0.725        17.1808668  
-1.0         0.77         36.1333505  
-1.0         0.815        72.8761424  
-1.0         0.86         142.1904066 
-1.0         0.905        276.7863377 
-1.0         0.95         575.9708844 
-0.9         0.05         561.2765529 
-0.9         0.095        268.9750899 
-0.9         0.14         137.6690163 
-0.9         0.185        70.2606359  
-0.9         0.23         34.6851957  
-0.9         0.275        16.447265   
-0.9         0.32         7.8575773   
-0.9         0.365        4.4622284   
-0.9         0.41         3.5773965   
-0.9         0.455        3.6023588   
-0.9         0.5          3.6901253   
-0.9         0.545        3.5906836   
-0.9         0.59         3.5980133   
-0.9         0.635        4.6052915   
-0.9         0.68         8.2686682   
-0.9         0.725        17.342805   
-0.9         0.77         36.3847112  
-0.9         0.815        73.2463468  
-0.9         0.86         142.7222447 
-0.9         0.905        277.5690513 
-0.9         0.95         577.253377  
-0.8         0.05         563.9236193 
-0.8         0.095        270.4948823 
-0.8         0.14         138.6249566 
-0.8         0.185        70.8727456  
-0.8         0.23         35.0705369  
-0.8         0.275        16.6758343  
-0.8         0.32         7.9804815   
-0.8         0.365        4.5128979   
-0.8         0.41         3.5854953   
-0.8         0.455        3.587552    
-0.8         0.5          3.6722706   
-0.8         0.545        3.5800729   
-0.8         0.59         3.6053649   
-0.8         0.635        4.6385206   
-0.8         0.68         8.3339101   
-0.8         0.725        17.4440884  
-0.8         0.77         36.5243122  
-0.8         0.815        73.4255767  
-0.8         0.86         142.9411894 
-0.8         0.905        277.8323703 
-0.8         0.95         577.5663699 
-0.7         0.05         566.9553477 
-0.7         0.095        272.190744  
-0.7         0.14         139.6758816 
-0.7         0.185        71.5321353  
-0.7         0.23         35.4759947  
-0.7         0.275        16.9115503  
-0.7         0.32         8.1025758   
-0.7         0.365        4.5643301   
-0.7         0.41         3.59431     
-0.7         0.455        3.5783531   
-0.7         0.5          3.6578946   
-0.7         0.545        3.5731865   
-0.7         0.59         3.6105336   
-0.7         0.635        4.6574998   
-0.7         0.68         8.3633364   
-0.7         0.725        17.4738196  
-0.7         0.77         36.5374922  
-0.7         0.815        73.3935953  
-0.7         0.86         142.8227836 
-0.7         0.905        277.5411574 
-0.7         0.95         576.9017495 
-0.6         0.05         570.0570695 
-0.6         0.095        273.9093516 
-0.6         0.14         140.7178858 
-0.6         0.185        72.1749151  
-0.6         0.23         35.8601229  
-0.6         0.275        17.1299595  
-0.6         0.32         8.2131984   
-0.6         0.365        4.6095802   
-0.6         0.41         3.6041904   
-0.6         0.455        3.5724882   
-0.6         0.5          3.6499244   
-0.6         0.545        3.5700383   
-0.6         0.59         3.6130661   
-0.6         0.635        4.6588472   
-0.6         0.68         8.3511112   
-0.6         0.725        17.4268776  
-0.6         0.77         36.4212701  
-0.6         0.815        73.1559904  
-0.6         0.86         142.3776037 
-0.6         0.905        276.7251066 
-0.6         0.95         575.3033214 
-0.5         0.05         572.9381442 
-0.5         0.095        275.4721318 
-0.5         0.14         141.6513309 
