-1.0         0.4          1.9824904   
-1.0         0.4625       1.889727    
-1.0         0.525        1.9156358   
-1.0         0.5875       1.9367376   
-1.0         0.65         2.6177846   
-0.5         0.4          2.0358826   
-0.5         0.4625       1.8878989   
-0.5         0.525        1.8936879   
-0.5         0.5875       1.978972    
-0.5         0.65         2.7416692   
0.0          0.4          1.9818216   
0.0          0.4625       1.8903034   
0.0          0.525        1.9213721   
0.0          0.5875       1.9246441   
0.0          0.65         2.5355126   
0.5          0.4          1.9415858   
0.5          0.4625       1.9061323   
0.5          0.525        1.9324012   
0.5          0.5875       1.9047059   
0.5          0.65         2.4245378   
1.0          0.4          1.9824904   
1.0          0.4625       1.889727    
1.0          0.525        1.9156358   
1.0          0.5875       1.9367376   
1.0          0.65         2.6177846   
